gene,score,pval,pval_adj
Grip1,40.655956,0.0,0.0
Kcnc2,39.7518,0.0,0.0
Galntl6,39.716476,0.0,0.0
Nrxn3,39.555866,0.0,0.0
Erbb4,39.358997,0.0,0.0
Frmd5,39.34226,0.0,0.0
Spock3,39.298935,0.0,0.0
Cntnap2,39.21458,0.0,0.0
Elavl2,39.2001,0.0,0.0
Frmpd4,39.114727,0.0,0.0
Magi2,39.02979,0.0,0.0
Slc24a2,39.011246,0.0,0.0
Pde4d,38.924385,0.0,0.0
Dock4,38.877975,0.0,0.0
Meg3,38.870953,0.0,0.0
Grik2,38.85748,0.0,0.0
Sntg1,38.84217,0.0,0.0
Snhg11,38.833973,0.0,0.0
Rbms3,38.825027,0.0,0.0
Gria1,38.710796,0.0,0.0
