gene,score,pval,pval_adj
Dock2,6.3000565,2.975370587627371e-10,8.01112442876849e-06
Ptprc,6.226986,4.754940900266198e-10,8.01112442876849e-06
Mndal,6.1331997,8.612890825263479e-10,9.673998974935939e-06
Arhgap15,5.9875736,2.1299458677075373e-09,1.7942663989568293e-05
H2-K1,5.8503985,4.903966225528857e-09,3.304880918708408e-05
Ikzf3,5.5951147,2.204758803450215e-08,0.00012381925440176406
Ets1,5.463505,4.668240704120455e-08,0.00022471576966577548
Fli1,5.3136535,1.074489288906466e-07,0.00045257488848740346
ENSMUSG00000121501,5.1336045,2.842448994566951e-07,0.0010642129035658664
Sp100,5.095575,3.47684575099277e-07,0.0011007586379943504
Mir142hg,5.0846505,3.6830395148594854e-07,0.0011007586379943504
Arhgap45,5.0727983,3.920080619638e-07,0.0011007586379943504
Ikzf1,4.9308825,8.185903469587607e-07,0.002094443106365446
Cd53,4.918927,8.701983466618069e-07,0.002094443106365446
Baz1a,4.659624,3.1678747536433706e-06,0.006991067760279079
Ccnd3,4.6387024,3.5060329439484975e-06,0.006991067760279079
Fam169b,4.605826,4.108321380899172e-06,0.00769077762504325
Gm26740,4.429178,9.459286682140216e-06,0.015937006202069837
Ifi203,4.340751,1.4199641223260993e-05,0.022056804361984223
BE692007,4.283861,1.836775298998707e-05,0.026909556728287144
