gene,score,pval,pval_adj
Ndnf,7.48473,7.169462466189394e-14,2.415822072607178e-09
Dach1,7.332833,2.2533837827591664e-13,3.796500997192643e-09
Reln,7.0449586,1.8551697200399354e-12,2.0837266295488554e-08
Tmem163,6.4506516,1.1137026734867104e-10,8.971368585331361e-07
Ebf3,6.4235616,1.3312215968262347e-10,8.971368585331361e-07
Hs3st5,5.9370866,2.9013106132496636e-09,1.629376040401011e-05
Trp73,5.6822834,1.3290819028045408e-08,6.397820542414544e-05
Utrn,5.4741836,4.39533011975378e-08,0.00018513130464402921
Thsd7b,5.199063,2.0029582871802998e-07,0.0007499075827203042
Cacna2d2,5.156933,2.5102791959538736e-07,0.0008458636778686173
Maml3,4.5483775,5.406112628266793e-06,0.013011740794434132
Gm29683,4.48118,7.4231348587694745e-06,0.01563312201256851
Slc17a6,4.29718,1.7298465284339126e-05,0.03238272701228284
Rbms3,4.207027,2.5875223976562864e-05,0.04263097059101961
Pdzd2,4.201046,2.6568446771468776e-05,0.04263097059101961
Angpt1,4.086002,4.388700572552105e-05,0.06148102665954064
Cdh4,3.9921548,6.547560625487084e-05,0.08485638570631261
Vmn2r1,3.861279,0.00011279505864104197,0.09698756433224003
Pou6f2,3.7789538,0.0001574886796468497,0.11536388150826625
Cntnap2,3.676575,0.0002363863764439247,0.135004666790754
