gene,score,pval,pval_adj
Pnmt,0.06369039,0.9492167579493516,1.0
Lrrc15,0.04131373,0.9670457882155562,1.0
Gm28510,0.04131373,0.9670457882155562,1.0
Gm16025,0.04131373,0.9670457882155562,1.0
Smim23,0.04131373,0.9670457882155562,1.0
BC039966,0.031845193,0.9745955050341313,1.0
Or5m5,0.031845193,0.9745955050341313,1.0
Gm28199,0.031845193,0.9745955050341313,1.0
Teddm1a,0.031845193,0.9745955050341313,1.0
Oosp2,0.031845193,0.9745955050341313,1.0
Gm44659,0.031845193,0.9745955050341313,1.0
Gm12037,0.031845193,0.9745955050341313,1.0
Lncbate3,0.031845193,0.9745955050341313,1.0
Gm41183,0.031845193,0.9745955050341313,1.0
Gm20465,0.031845193,0.9745955050341313,1.0
Gje1,0.031845193,0.9745955050341313,1.0
Ms4a18,0.031845193,0.9745955050341313,1.0
Hoxc5,0.031845193,0.9745955050341313,1.0
ENSMUSG00000121512,0.031845193,0.9745955050341313,1.0
Ighv1-39,0.031845193,0.9745955050341313,1.0
