gene,score,pval,pval_adj
D130079A08Rik,5.4894004,4.033007744812295e-08,0.0004492706570299258
Dach1,5.453159,4.9482892412158476e-08,0.0004492706570299258
Tcf7l2,4.839467,1.3018789285705463e-06,0.0006854392558923926
Kctd8,4.8073025,1.529804924204388e-06,0.0007470769090723342
Trpm3,4.6964636,2.6470464072668663e-06,0.0010021896150479138
Gm29478,4.5419836,5.5727426821293255e-06,0.0015143478823954012
Msi2,4.306564,1.658101470606257e-05,0.002608762810719948
Syt6,4.1480064,3.353827401036224e-05,0.003975755529958767
Vav3,4.066765,4.7670287184864644e-05,0.004838246978859033
Zic1,3.5935094,0.0003262537257818169,0.01544023250553947
Ccdc141,3.5658753,0.0003626438316334838,0.016487504176755527
Rbms3,3.5349188,0.0004079003785860805,0.01754683679990176
D130009I18Rik,3.5314457,0.00041329469106136376,0.01769552466328299
C130073E24Rik,3.2611434,0.001109638735803188,0.03368503319065245
Syt9,3.2560093,0.0011299006873449395,0.03417696010841569
Pld5,3.228828,0.0012429861765212015,0.0361689656339019
Nwd2,3.228073,0.001246271698398884,0.03623327968011113
Pard3b,3.1663113,0.0015438553104141725,0.0417175208818893
Pou6f2,3.1105897,0.001867141912022317,0.04777161265565982
Tafa4,3.0592473,0.002218938568460802,0.053625127953964305
