gene,score,pval,pval_adj
Apoe,3.1269577,0.0017662530000958094,0.006061275190062979
Vtn,1.9445121,0.0518337249889373,0.1525671905334758
Slc6a20a,1.7752367,0.07585879868363793,0.21776606580711053
Flt1,1.4420632,0.14928454378765524,0.4062584386584422
Slco1a4,1.4405466,0.1497128196456605,0.40732524592492336
Ahnak,1.4327911,0.15191753134554908,0.41259072589825274
mt-Nd3,1.0840033,0.2783633389823399,0.7076905892823996
Cldn5,1.0585655,0.28979772462221487,0.7324500546707284
mt-Atp8,0.984975,0.32463636185063616,0.8076599858918366
Adgrl4,0.9838375,0.32519541101046534,0.8089911088526127
Slc22a8,0.92010504,0.35751786274373587,0.8763947259575822
Itih5,0.8747788,0.3816942557902687,0.9250931196942311
Slc6a13,0.8549939,0.3925545509698142,0.9467161572773303
Ttr,0.85354614,0.3933564948645524,0.9483618780191034
Rbpms,0.84303325,0.3992098508675851,0.9602237943346525
Abcc9,0.8417579,0.3999234778700931,0.9617343355916825
Ptgds,0.8218006,0.4111904024997567,0.9838437692701697
Atp13a5,0.79798275,0.4248804872204418,1.0
Mecom,0.72625357,0.46768332038693583,1.0
mt-Nd5,0.7040903,0.48137655210702013,1.0
