gene,score,pval,pval_adj
Nxph1,5.8838897,4.007355697992496e-09,2.647683482344219e-06
Adarb2,5.8564878,4.727579719139201e-09,3.0634716580022026e-06
Erbb4,4.407006,1.0480935015558442e-05,0.0007627766442424563
St18,4.091962,4.2773889659355034e-05,0.001803891096322437
Sox2ot,3.9354343,8.304635964207883e-05,0.0027071456313693017
Zbtb20,3.9019191,9.543307535916859e-05,0.0029127834305276673
Galntl6,3.650812,0.0002614125300501173,0.0053191766984110826
Dlx6os1,3.5605786,0.0003700386990700504,0.0066642565493663375
Gm2164,3.4073656,0.0006559319942616426,0.00982323754606236
Sema5a,3.4065554,0.0006578820825334723,0.009834957698779007
Grik1,3.1207545,0.0018038838484166957,0.019138435187735822
Gm32647,3.1030023,0.0019156810226292787,0.019929233633379492
Zfpm2,2.9212093,0.003486753598181879,0.029879845466398942
Gpc6,2.8432035,0.004466254996719675,0.03535221126865215
Shisa6,2.5194676,0.011753244749709858,0.07133237303426214
Rorb,2.4363792,0.014835127099683909,0.08449703224323006
Ttr,2.2607,0.023777843826803133,0.1208656246172814
Nr3c2,2.2136312,0.02685416009253579,0.1327189466820308
Frem1,2.2090642,0.027170171190076812,0.1338488433363784
Dock10,2.1561763,0.031069896336372905,0.14833256261694835
