gene,score,pval,pval_adj
Hbb-bt,0.47023088,0.6381900771740815,1.0
Calca,0.21938847,0.8263474553798873,1.0
Cks1b,0.17759079,0.8590443577129576,1.0
Gm29564,0.11335822,0.9097465598608344,1.0
1600014C23Rik,0.09379815,0.9252695003434429,1.0
Gm28592,0.07423808,0.9408209459742385,1.0
C3,0.07223698,0.9424133181429843,1.0
Fam220a,0.07223698,0.9424133181429843,1.0
S100a8,0.065867275,0.9474834975856198,1.0
Gm45017,0.05667911,0.9548008141131558,1.0
Trim42,0.05667911,0.9548008141131558,1.0
Cox8b,0.05667911,0.9548008141131558,1.0
Gm57033,0.05667911,0.9548008141131558,1.0
Gm15295,0.05667911,0.9548008141131558,1.0
Erich2os,0.05667911,0.9548008141131558,1.0
Fam110c,0.05667911,0.9548008141131558,1.0
Cd3e,0.05667911,0.9548008141131558,1.0
Cytl1,0.05667911,0.9548008141131558,1.0
Gm16551,0.05667911,0.9548008141131558,1.0
Gm38411,0.05667911,0.9548008141131558,1.0
