gene,score,pval,pval_adj
Cdr1,0.38138804,0.7029153343679155,1.0
Spem3,0.3043135,0.7608890597809451,1.0
Or4c3,0.3006704,0.7636658483480434,1.0
Cabp2,0.3006704,0.7636658483480434,1.0
Gm30889,0.2970273,0.7664456802035811,1.0
Gm28881,0.2970273,0.7664456802035811,1.0
mt-Nd6,0.29497802,0.7680106603976457,1.0
Gm26783,0.29338416,0.7692285217481569,1.0
Gm21655,0.28974107,0.7720143392660584,1.0
Avpr2,0.28974107,0.7720143392660584,1.0
Cldn19,0.28974107,0.7720143392660584,1.0
H2bc24,0.28609794,0.7748030989264802,1.0
Gm48556,0.28609794,0.7748030989264802,1.0
Alx1,0.2859841,0.7748902947033997,1.0
Gm47059,0.28245485,0.7775947667847495,1.0
Gm34215,0.28245485,0.7775947667847495,1.0
Apom,0.28245485,0.7775947667847495,1.0
Gm14097,0.282341,0.7776820528946595,1.0
Gm44071,0.27960867,0.7797777588601094,1.0
Gpr151,0.27881172,0.7803893087835585,1.0
